study,group,tissue,cellType,gene1,gene2,is_marker
3.human_GSE81547,disease,Pancreas,Cholangiocyte,ALDH3A2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,ADGRL4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,ARPC2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,CALCRL,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,CDKN1A,111,yes
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,COX7C,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,DUSP1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,EEF1B2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,EPAS1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,FCN3,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,GPX3,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HINT1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HLA-A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HLA-B,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HLA-C,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HLA-DRB1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HLA-E,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HSPA1A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HSPA1B,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HYAL2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,JUN,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,LAPTM4A,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,LMNA,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,MCTP1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,RHOB,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,S100A4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,S100A6,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,SDPR,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,SELE,56,yes
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,SH3BGRL3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,SPARC,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,TAGLN2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,TGFBR2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,TM4SF1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,TMA7,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,ADH1B,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,CDKN1A,27,yes
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,CXCL2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,CYR61,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,DUSP1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,GNG5,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,H3F3A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,HNRNPDL,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,HSPE1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,IER3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,LMNA,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,NCL,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,NPM1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,PDLIM3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,PRDX1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,PTX3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,S100A4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,S100A6,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,SH3BGRL3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,SOD3,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,SQSTM1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,UAP1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,YBX1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,ZFP36L2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,AGER,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,ANXA5,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,BTF3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,CD47,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,CD55,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,CTSE,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,CYP4B1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,EGR1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,GPX1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,GUK1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,HIGD2A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,HINT1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,HLA-B,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,HLA-C,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,HOPX,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,JUN,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,LMNA,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,MUC1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,NDUFS5,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,PRDX1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,RPL14,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,RPS23,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,RPS8,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,S100A14,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,S100A4,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,SCGB3A1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,SCGB3A2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,SFTA2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,TACSTD2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,C4BPA,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,CALM2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,CD55,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,CLDN18,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,CXCL2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,CXCL8,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,DHCR24,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,EGR1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,ENO1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,GPX1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,H3F3A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,HLA-A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,HLA-DRB1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,HLA-DRB5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,JUN,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,LAMP3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,LPCAT1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,MUC1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,S100A4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,SFN,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,SH3BGRL3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,SKP1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,SLC34A2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,SQSTM1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ACTR2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ACTR3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,AKR1A1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ARPC2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ARPC5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ATP5F1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ATP6V0B,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,BRK1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,C1orf162,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,CAP1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,CCL20,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,CD55,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,COX5B,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,EEF1B2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ENO1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,FCER1G,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,FCGR3A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,GLUL,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,GNG5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,GUK1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,GYPC,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,H3F3A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,HNRNPA3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,JUN,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,KRTCAP2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,LAPTM5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,MCL1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,MDH1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,MINOS1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,NCL,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,NDUFS5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,NR4A2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,OST4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,PARK7,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,PTPRC,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RGS2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RHOB,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RNF149,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RPL22,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RPL5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RPS7,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RRM2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RTN4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,S100A4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,S100A8,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,S100A9,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,SLC11A1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,SNRPG,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,TMEM59,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,TPM3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,TXNIP,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,VAMP8,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ZEB2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ZFP36L2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,ACTR2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,ACTR3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,ANXA4,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,ARF1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,ATP5F1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,ATP6V0B,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,C1orf162,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CAP1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CAPG,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CCDC88A,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CD53,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CD55,4,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CHIT1,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CTSS,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,EML4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,ENO1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,FCGR3A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,FGR,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,GNG5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,GUK1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,H3F3A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,HMGN2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,HNRNPU,4,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,HSPA6,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,IFI6,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,IL1RN,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,KRTCAP2,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,LIMS1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,LMNA,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,MCL1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,MDH1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,MINOS1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,MNDA,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,NDUFS5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,PARK7,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,PTPRC,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,RGS2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,RHOB,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,RNF149,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,S100A6,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,S100A8,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,S100A9,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,SH3BGRL3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,TMEM50A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,TPM3,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,TXNIP,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,UQCRH,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,ARPC2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,ATP5G2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,BTF3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,BTG1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,CD3E,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,CD52,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,CLIC1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,FGFBP2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,GNB2L1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,GZMH,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,HNRNPA1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,IFITM1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,IFITM2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,RPL24,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,RPL31,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,RPS24,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Nk Cell,RPSA,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),ACTR3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),AKR1A1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),ARPC5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),ATP5F1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),ATP6V0B,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),BRK1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),CAP1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),CD55,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),CDC42,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),CNIH4,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),COX5B,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),DBI,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),FCGR2A,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),FCGR3A,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),GCA,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),GNG5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),GUK1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),GYPC,2,no
