gene	HCA.human_normal.TissueStability:normal:Esophagus	HCA.human_normal.TissueStability:normal:Lung	HCA.human_disease.PulmonaryFibrosisGSE135893:disease:Lung	16.human_peripheralBlood:young-healthyOld:normal:Peripheral Blood	16.human_peripheralBlood:young-frail:disease:Peripheral Blood	17.human_TabulaSapiens:normal:Blood	17.human_TabulaSapiens:normal:Bone Marrow	17.human_TabulaSapiens:normal:Muscle	17.human_TabulaSapiens:normal:Tongue	19.human_DiseaseGeneFusion:normal:Esophagus Muscularis
IGKV1-5	NA	NA	NA	-0.762591468458722	0.78179030849267	NA	NA	NA	NA	NA
IGKV3-11	NA	NA	NA	-0.671996739639405	1.91395071739174	NA	NA	NA	NA	NA
IGKV3-15	NA	NA	NA	1.32394250506125	2.09475294682552	NA	NA	NA	NA	NA
IGKV3-20	NA	NA	NA	0.469692777981511	3.11757775776533	NA	NA	NA	NA	NA
IGKV4-1	NA	NA	NA	3.76726865304912	4.98949241555832	NA	NA	NA	NA	NA
IGLC2	NA	NA	NA	NA	NA	-3.24081716064598	NA	NA	NA	NA
IGLC3	NA	NA	NA	-3.21711365147298	-1.28597567986615	-1.64731980999069	NA	NA	NA	NA
IGLV1-40	NA	NA	NA	-1.79850399191163	0.363607262409159	NA	NA	NA	NA	NA
IGLV1-44	NA	NA	NA	0.716090194956921	0.549397954910455	NA	NA	NA	NA	NA
IGLV2-14	NA	NA	NA	7.53504389164875	2.7851401005629	NA	NA	NA	NA	NA
IGSF6	NA	NA	33.0346120745646	NA	NA	NA	NA	NA	NA	NA
IK	NA	NA	9.18875937147062	NA	NA	NA	1.65186456108864	2.45239576275967	NA	NA
IKBIP	NA	NA	NA	NA	NA	NA	NA	-1.26632334406242	NA	NA
IKBKB	NA	NA	NA	NA	NA	NA	NA	-1.61173851833967	NA	-0.315402024517755
IKZF1	NA	NA	NA	-4.15273536091075	-6.19582498817392	NA	-1.0411861738309	NA	NA	NA
IKZF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.547884482054374
IKZF5	NA	NA	NA	NA	NA	NA	NA	-1.29317653124997	NA	NA
IL10	NA	NA	0.320695357853281	NA	NA	NA	NA	NA	NA	NA
IL10RA	NA	NA	NA	5.30817648417367	-3.06494394717314	NA	NA	-1.7756484693854	NA	NA
IL10RB	NA	NA	NA	NA	NA	NA	NA	0.675630465108042	NA	NA
IL13RA1	NA	NA	NA	NA	NA	NA	NA	-6.68091319866336	NA	-1.72308300823824
IL15RA	NA	NA	NA	NA	NA	NA	NA	3.24296193566243	NA	NA
IL16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.750257762625631
IL17RC	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.592748273766983
IL18R1	NA	NA	NA	NA	NA	NA	NA	-1.91971285349124	NA	NA
IL1A	NA	NA	NA	NA	-8.82961913928675	NA	NA	NA	NA	NA
IL1B	NA	NA	2.18712869251093	-145.973683811976	-0.644754091198505	NA	NA	NA	NA	NA
IL1R1	NA	NA	NA	NA	NA	NA	NA	28.2954789614078	NA	-5.17951999020599
IL1R1-AS1	NA	NA	NA	NA	NA	NA	NA	5.23189695296345	NA	NA
IL1R2	NA	NA	NA	NA	NA	0.39722048777687	NA	NA	NA	NA
IL1RAP	NA	NA	NA	NA	NA	NA	NA	-6.50878701321658	NA	NA
IL1RAPL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.28631143628683
IL1RAPL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.664734579933982
IL1RL1	NA	NA	-15.2645923143795	NA	NA	NA	NA	NA	NA	NA
IL1RN	-34.5010645347099	NA	3.11017897040959	-3.73300158230272	-20.6684103785255	NA	NA	NA	NA	NA
IL2RG	NA	NA	1.75961659106578	3.9534388854226	6.67595011852073	NA	5.13935326857346	1.65260122022527	NA	NA
IL32	NA	13.2314485545243	-4.00552815899623	27.7914138529286	Inf	-9.7276123282584	6.30783244087307	6.59681999524112	NA	NA
IL33	NA	NA	1.82844170045432	NA	NA	NA	NA	-1.44258471743831	NA	-30.7551426771708
IL3RA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.50491097905394
IL4R	NA	NA	NA	NA	NA	NA	NA	2.8241060991766	NA	-37.2607906503455
IL6	NA	NA	NA	-0.518684751662103	2.42849739816025	NA	NA	9.84355101886732	NA	NA
IL6R	NA	NA	NA	NA	NA	NA	NA	1.10491720253371	NA	0.849578333319576
IL6ST	NA	NA	-0.870931764389884	NA	NA	NA	NA	15.8824042567938	NA	0.429844839483685
IL7R	NA	NA	-121.891182738414	58.6916077244481	-47.4801713361438	1.17143387470772	NA	-2.60875571606863	NA	NA
ILF2	NA	NA	NA	NA	NA	NA	1.15797144053336	3.856621019675	NA	NA
ILF3	NA	NA	NA	NA	NA	NA	2.24442441517642	0.929142650732589	NA	-1.55218674276994
ILF3-AS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.560103967183844
ILF3-DT	NA	NA	NA	NA	NA	NA	NA	0.619014306553313	NA	NA
ILK	NA	NA	NA	NA	NA	NA	NA	3.34646438969932	NA	2.26208677663119
ILKAP	NA	NA	NA	NA	NA	NA	NA	-0.366684689551892	NA	-1.05374181935636
IMMP1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.21933960516809
IMMP2L	NA	NA	NA	NA	NA	NA	NA	1.29419465539686	NA	-8.9434202598133
IMMT	NA	NA	NA	NA	NA	NA	NA	-2.14941227001586	NA	-0.47104574242173
IMP3	NA	NA	NA	NA	NA	NA	NA	2.48265997595628	NA	NA
IMP4	NA	NA	NA	NA	NA	NA	NA	3.68945491305746	NA	0.661447994762877
IMPA1	NA	NA	NA	NA	NA	NA	NA	0.924219923750295	NA	NA
IMPA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.75269348451107
IMPAD1	NA	NA	NA	NA	NA	NA	NA	-4.05896501796363	NA	0.305628665482745
IMPDH2	0.581605812808729	NA	NA	NA	NA	NA	NA	7.89843128505775	NA	NA
INADL	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2540688086415
INAFM1	NA	NA	NA	NA	NA	NA	NA	1.63265165043837	NA	NA
ING1	NA	NA	NA	NA	NA	NA	NA	-1.55252324333488	NA	NA
ING3	NA	NA	NA	NA	NA	NA	NA	-1.15460235352718	NA	NA
ING5	NA	NA	NA	NA	NA	NA	NA	-0.763354755748515	NA	NA
INHBA	NA	NA	0.961938143456421	NA	NA	NA	NA	NA	NA	0.816910810144888
INIP	NA	NA	NA	NA	NA	NA	NA	0.7968701023443	NA	NA
INMT	NA	NA	NA	NA	NA	NA	NA	1.6576326678754	NA	NA
INO80	NA	NA	NA	NA	NA	NA	NA	-1.79629126474165	NA	0.606045282535641
INO80C	0.631614264926544	NA	NA	NA	NA	NA	NA	0.414550232416086	NA	NA
INO80D	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.522011894300584
INO80E	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.511120285199949
INPP1	NA	NA	NA	NA	NA	NA	NA	6.73095061783372	NA	NA
INPP4A	NA	NA	NA	NA	NA	NA	NA	-1.54963153835633	NA	0.380271394701949
INPP4B	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.57220557442377
INPP5A	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.579450880202798
INPP5B	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.573959811543013
INPP5F	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.14596555103182
INPP5K	NA	NA	NA	NA	NA	NA	NA	1.83203472134578	NA	NA
INSIG1	NA	NA	34.9606058285046	0.600096691184233	-9.0580979359314	NA	NA	21.7170486386329	NA	-0.86444238865934
INSR	NA	NA	NA	NA	NA	NA	NA	-12.2169533909115	NA	1.05863306405671
INTS10	NA	NA	NA	NA	NA	NA	NA	1.18617359796469	NA	-3.63397689203649
INTS11	NA	NA	NA	NA	NA	NA	NA	2.35663972368068	NA	NA
INTS12	NA	NA	NA	NA	NA	NA	NA	0.497406649374426	NA	-0.360959595034811
INTS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.745710615139487
INTS3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.609163914042169
INTS4	NA	NA	NA	NA	NA	NA	NA	-0.61056623795312	NA	0.802972588338317
INTS6	NA	NA	NA	NA	NA	NA	NA	-7.20246444098446	NA	-1.63972562308719
INTS8	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.40342529270994
INTS9	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.314600894294587
INTU	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.32518840100995
INVS	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62188451170887
IP6K1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.603604497300475
IP6K2	NA	NA	NA	NA	NA	NA	NA	3.95209841277263	NA	0.736970625249345
IPO11	NA	NA	NA	NA	NA	NA	NA	-2.27345097814783	NA	NA
IPO5	NA	NA	NA	NA	NA	NA	NA	0.791356459604807	NA	-1.31292200599484
IPO7	NA	NA	NA	NA	NA	NA	NA	-0.70544810122544	NA	-0.496619706956125
IPO9	NA	NA	NA	NA	NA	NA	NA	-5.85605247985297	NA	-0.544128027940132
IPO9-AS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.89164465530116
IPP	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08693197205605
IQCB1	NA	NA	NA	NA	NA	NA	NA	-1.66745307946651	NA	-0.854418564880719
IQCG	NA	NA	2.66327060702912	NA	NA	NA	NA	NA	NA	0.330754813679148
IQCH	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27350008615722
IQCJ-SCHIP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.54407642322492
IQCK	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.442728012071732
IQCN	NA	NA	NA	NA	NA	NA	NA	-7.3357903506988	NA	NA
IQGAP1	NA	NA	NA	NA	NA	-22.7334953572495	0.359226064608838	0.908687893661722	NA	1.6172718270507
IQGAP2	NA	NA	NA	NA	NA	NA	0.404963633078076	0.328820318237989	NA	NA
IQSEC1	NA	NA	NA	NA	NA	NA	NA	-3.84549590938824	NA	NA
IQSEC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.381623940097428
IRAK1	NA	NA	NA	NA	NA	NA	NA	0.831967342863168	NA	NA
IRAK1BP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33737583837078
IRAK3	NA	NA	NA	NA	NA	-6.52461572683188	NA	-5.54226296931222	NA	-0.583001311562808
IRAK4	NA	NA	NA	NA	NA	NA	NA	0.471927438051214	NA	NA
IREB2	NA	NA	NA	NA	NA	NA	NA	-2.01339409900836	NA	-1.6620420124423
IRF1	NA	NA	2.48602478461803	9.16323662843411	-1.96500589015125	NA	NA	10.7804678444716	NA	NA
IRF2	NA	NA	NA	NA	NA	NA	NA	0.520383201826733	NA	-1.62058840032103
IRF2BP2	NA	NA	NA	-0.689114961769011	-1.60777074234168	NA	-2.95536053681733	0.698242087552395	NA	0.809835806116436
IRF2BPL	NA	NA	NA	NA	NA	NA	NA	-1.33149296784701	NA	NA
IRF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.362832788127942
IRF7	NA	NA	NA	0.558337389472215	-0.877519582671034	NA	NA	0.850701326789896	NA	NA
IRF8	NA	NA	NA	2.21827538021188	-1.9118203843113	NA	NA	NA	NA	NA
IRF9	NA	NA	NA	NA	NA	NA	NA	6.72745509426665	NA	NA
IRS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.434707494485564
IRS2	NA	NA	NA	NA	NA	NA	NA	-18.414765568151	NA	-0.632709113464003
ISCA1	NA	NA	NA	NA	NA	NA	NA	-3.0075960088435	NA	NA
ISCU	NA	NA	3.24050156443498	NA	NA	NA	3.04513490251156	-1.22607610338932	NA	-0.632060685996994
ISG15	NA	NA	4.70525785429517	0.54777771637498	-11.5550137036831	NA	NA	0.944455083821318	NA	NA
ISG20	NA	NA	0.34812350281781	14.7461587321849	-1.60024263183079	NA	-3.65520144101547	0.336636851607973	NA	NA
ISG20L2	NA	NA	NA	NA	NA	NA	NA	-0.615292766528614	NA	NA
ISLR	NA	NA	NA	NA	NA	NA	NA	0.780386733463069	NA	NA
ISOC1	NA	NA	NA	NA	NA	NA	NA	-0.478007200705833	NA	-0.355854542469472
ISOC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.571711726634308
IST1	NA	NA	NA	NA	NA	NA	2.04540387446405	1.94178576815326	NA	-0.331295601425467
ISY1	NA	NA	NA	NA	NA	NA	NA	1.18789177904774	NA	NA
ITCH	NA	NA	NA	NA	NA	NA	NA	-3.08143196812518	NA	-0.321388106947498
ITFG1	NA	NA	NA	NA	NA	NA	NA	-1.39122427168144	NA	1.97128445181406
ITFG2	NA	NA	NA	NA	NA	NA	NA	-0.505875727242205	NA	1.98708046269375
ITGA1	NA	NA	NA	NA	NA	NA	NA	-1.28445005816564	NA	-4.73764084038068
ITGA4	NA	NA	NA	NA	NA	NA	2.68317596285177	-1.13194004801644	NA	NA
ITGA5	NA	NA	NA	NA	NA	NA	NA	10.6898288228361	NA	-12.8945983928053
ITGA6	NA	NA	NA	NA	NA	NA	NA	-1.57957242819588	NA	NA
ITGA7	NA	NA	NA	NA	NA	NA	NA	-0.377831110312999	NA	2.30027197702528
ITGA8	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.304797542442236
ITGA9	NA	NA	NA	NA	NA	NA	NA	-2.30982144334215	NA	-0.554053437848959
ITGAE	NA	NA	NA	NA	NA	NA	NA	-1.23855933788517	NA	-0.514172299527145
ITGAV	NA	NA	NA	NA	NA	NA	NA	-1.04242269667072	NA	-11.6673614336604
ITGAX	NA	NA	NA	NA	NA	NA	NA	0.833397194543854	NA	NA
ITGB1	NA	NA	5.92590146566145	NA	NA	NA	4.12352284669241	46.5081965926279	NA	40.0253762177734
ITGB1BP1	NA	NA	NA	NA	NA	NA	NA	-1.6012381148769	NA	0.381085151016758
ITGB2	NA	NA	2.39781816468499	13.2715410698042	0.69550367241401	-15.5449863426093	0.794035738745269	-0.449777300145407	NA	NA
ITGB3BP	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05452767395967
ITGB4	NA	NA	NA	NA	NA	NA	NA	-0.323792325753276	NA	NA
ITGB5	NA	NA	NA	NA	NA	NA	NA	4.03033743313981	NA	0.331483721006796
ITIH5	NA	NA	NA	NA	NA	NA	NA	2.23614952953761	NA	-0.488222723029953
ITM2A	NA	NA	NA	1.58231752813854	-2.70523405473405	NA	6.87988022139051	2.29192484694598	NA	NA
ITM2B	22.8495709265821	-0.829946501876275	0.508878625090305	-2.76594190441245	-32.3741534963412	19.8743320640164	0.33887440802296	-34.2498454321937	NA	-0.342691558246283
ITM2C	NA	NA	NA	NA	NA	NA	0.999405783098166	0.307444668488137	NA	NA
ITPA	NA	NA	NA	NA	NA	NA	NA	10.8988515217883	NA	-0.36846556665825
ITPK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.642147529300953
ITPKB	NA	NA	NA	NA	NA	NA	NA	-3.92496662635862	NA	-5.77660074077317
ITPKB-AS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.411549511731873
ITPKC	NA	NA	NA	NA	NA	NA	NA	5.00445546059324	NA	0.609184173554158
ITPR1	NA	NA	NA	NA	NA	NA	NA	-11.1054918473546	NA	-30.1699292287101
ITPR2	NA	NA	NA	NA	NA	NA	0.994971358976818	-1.40946319016394	NA	-0.343017688855437
ITPRID2	NA	NA	NA	NA	NA	NA	NA	-13.5595149137424	NA	NA
ITPRIP	NA	NA	NA	NA	NA	NA	NA	-9.55574294912805	NA	0.686830494567253
ITPRIPL2	NA	NA	NA	NA	NA	NA	NA	5.07720736110039	NA	NA
ITSN1	NA	NA	NA	NA	NA	NA	NA	-0.660575931643214	NA	-0.931363096758221
ITSN2	NA	NA	NA	NA	NA	NA	-2.18048124950951	-4.01595120847683	NA	-0.863872078603561
IVD	NA	NA	NA	NA	NA	NA	NA	-0.535159943141989	NA	-0.908661569564035
IVL	-114.949540047888	NA	NA	NA	NA	NA	NA	NA	NA	NA
IVNS1ABP	NA	NA	NA	NA	NA	NA	NA	-4.61892116050091	NA	NA
IWS1	NA	NA	NA	NA	NA	NA	NA	1.66540692033139	NA	0.429412112882923
JADE1	NA	NA	NA	NA	NA	NA	NA	1.0067948158573	NA	1.09013008069803
JADE2	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.01309991273266
JAG1	NA	NA	NA	NA	NA	NA	NA	1.99966822438608	NA	NA
JAGN1	NA	NA	NA	NA	NA	NA	NA	-0.559355357491707	NA	NA
JAK1	NA	NA	NA	4.97573925931311	-1.44741091010236	NA	0.640200890553868	-1.41958265995182	NA	-1.09847627696966
JAK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.955201342732528
JAM2	NA	NA	NA	NA	NA	NA	NA	-2.61142584272085	NA	-0.746546972138111
JAM3	NA	NA	NA	NA	NA	NA	NA	-0.406758284637032	NA	1.20576523721259
JARID2	NA	NA	NA	NA	NA	NA	NA	5.88554801718149	NA	-2.29605800933466
JAZF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.648935266932307
JCHAIN	NA	NA	-2.68552558932231	0.4177531750286	-0.351783519477592	NA	NA	NA	NA	NA
JDP2	NA	NA	NA	NA	NA	NA	NA	3.92990729296723	NA	NA
JKAMP	NA	NA	NA	NA	NA	NA	NA	-2.9207551070688	NA	NA
JMJD1C	NA	NA	NA	NA	NA	NA	-1.69827949410968	-1.91620225825663	NA	-0.637720950347171
JMJD6	NA	NA	NA	NA	NA	NA	NA	-5.95874323734191	NA	NA
JMJD8	NA	NA	NA	NA	NA	NA	NA	2.32345201123588	NA	NA
JMY	NA	NA	NA	NA	NA	NA	NA	-2.84757801298112	NA	-0.36692280780175
JOSD1	NA	NA	NA	NA	NA	NA	NA	3.33144561074459	NA	NA
JOSD2	NA	NA	NA	NA	NA	NA	NA	4.45813819985335	NA	NA
JPH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.981488701767783
JPT1	29.797208740043	NA	NA	NA	NA	NA	NA	1.75888305409752	NA	NA
JPX	NA	NA	NA	NA	NA	NA	NA	-0.928766265650031	NA	1.02123865428657
JTB	5.44623823007173	NA	3.03380353583931	NA	NA	NA	4.4940040970668	16.4668737574274	NA	-0.419658981602156
JUN	7.61800534766844	-1.13034507011547	37.3337408354538	307.963056553563	1.41341697427908	2.2663204078117	-0.502435404622867	187.571239800411	NA	1.10284581576663
JUNB	-8.11565999357474	9.25699679944852	195.89755600231	2.18618675147907	6.20685046351353	-43.5754277831081	0.651271244255839	102.128044365362	NA	-1.32043238389358
JUND	NA	NA	11.0339941173762	NA	NA	-66.0406061093868	-1.06864008163056	314.885448741534	NA	-0.490426394537751
JUP	0.704831114756318	NA	NA	NA	NA	NA	NA	NA	NA	NA
KALRN	NA	NA	NA	NA	NA	NA	NA	NA	NA	-44.3127668963483
KANK1	NA	NA	NA	NA	NA	NA	NA	-3.99106088855012	NA	1.35290496566131
KANK2	NA	NA	NA	NA	NA	NA	NA	0.39908510361155	NA	0.447280570453769
KANSL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.84662151554207
KANSL1L	NA	NA	NA	NA	NA	NA	NA	-0.338493605377251	NA	0.995329141909755
KANSL2	NA	NA	NA	NA	NA	NA	NA	1.17322595015705	NA	NA
KANSL3	NA	NA	NA	NA	NA	NA	NA	-1.01442984762636	NA	-1.44921916324139
KARS	NA	NA	NA	NA	NA	NA	0.772654288356692	0.47893824274736	NA	-0.390030601736896
KAT2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.613537961937156
KAT2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.395740689199031
KAT5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.326065083906608
KAT6A	NA	NA	NA	NA	NA	NA	NA	-13.4564231507015	NA	-1.37071703694686
KAT6B	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4324846475433
KAT8	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02178829334996
KATNA1	NA	NA	NA	NA	NA	NA	NA	-0.319803335883001	NA	NA
KATNAL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.772695836540718
KATNBL1	NA	NA	NA	NA	NA	NA	NA	-0.302574266109938	NA	-1.66162182621746
KAZN	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.74970895645268
KBTBD2	NA	NA	NA	NA	NA	NA	NA	-14.3278094139988	NA	NA
KCMF1	NA	NA	NA	NA	NA	NA	NA	-0.455233272029055	NA	-1.14192894425485
KCNAB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.78078299389278
KCNB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.48649639637282
KCNE4	NA	NA	NA	NA	NA	NA	NA	7.09260226064018	NA	0.728555498701477
KCNH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.934458489328701
KCNIP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.46669668235217
KCNK15-AS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73246191270178
KCNMA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-24.6309601434975
KCNMB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.68077091126829
KCNQ1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45610404555567
KCNQ1OT1	NA	NA	NA	NA	NA	NA	NA	8.85776850660443	NA	2.22572682720504
KCNQ5	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.383687344966153
KCNT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.54001195538004
KCTD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.0700494884672
KCTD10	NA	NA	NA	NA	NA	NA	NA	-1.40575092261764	NA	-0.836674998318754
KCTD12	NA	NA	NA	NA	NA	-48.360466776404	NA	4.48950133016162	NA	-0.586191657104009
KCTD20	NA	NA	NA	NA	NA	NA	NA	-1.36186316486862	NA	0.861736408558863
KCTD3	NA	NA	NA	NA	NA	NA	NA	-0.508209564744701	NA	-1.64085381254239
KCTD7	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.942023341102152
KCTD8	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.606166856059129
KCTD9	NA	NA	NA	NA	NA	NA	NA	-0.449121041519425	NA	-0.573910773650422
KDELC2	NA	NA	NA	NA	NA	NA	NA	-1.97217471897831	NA	NA
KDELR1	NA	NA	1.41645957008496	NA	NA	NA	0.622437291488715	5.74930995803138	NA	-0.900383409982269
KDELR2	0.92140577839209	NA	NA	NA	NA	NA	-1.6041359727683	-0.366827761807603	NA	NA
KDM1A	NA	NA	NA	NA	NA	NA	NA	-0.863201458591162	NA	-1.60237621855939
KDM2A	NA	NA	NA	NA	NA	NA	NA	-1.46915518205798	NA	0.502753574996223
KDM2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69661535826749
KDM3A	NA	NA	NA	NA	NA	NA	NA	-4.21180304218181	NA	NA
KDM3B	NA	NA	NA	NA	NA	NA	NA	-1.28411330034566	NA	-0.900373946558209
KDM4B	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.315042187339957
KDM4C	NA	NA	NA	NA	NA	NA	NA	-0.753888682823664	NA	NA
KDM5A	NA	NA	NA	NA	NA	NA	1.30252645585598	-0.836140841845788	NA	0.483461380927177
KDM5B	NA	NA	NA	NA	NA	NA	NA	-5.76145325280247	NA	0.793325696761441
KDM5C	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.914205682983874
KDM6A	NA	NA	NA	NA	NA	NA	NA	-4.85845040877732	NA	0.562930823642782
KDM6B	NA	NA	NA	3.01964645301989	-2.77539319619568	NA	NA	70.4817941893598	NA	NA
KDM7A	NA	NA	NA	NA	NA	NA	NA	-9.33860421634287	NA	-0.46353424520008
KDR	NA	NA	NA	NA	NA	NA	NA	-6.25501513031292	NA	NA
KDSR	NA	NA	NA	NA	NA	NA	NA	0.303786545488221	NA	-1.25202028602048
KEAP1	NA	NA	NA	NA	NA	NA	NA	1.79182379469971	NA	NA
KHDC4	NA	NA	NA	NA	NA	NA	NA	-1.05188491123487	NA	NA
KHDRBS1	NA	NA	NA	NA	NA	NA	NA	-3.81246083061458	NA	-2.36901308902041
KHDRBS3	NA	NA	NA	NA	NA	NA	NA	1.087514097886	NA	0.401700807229049
KHNYN	NA	NA	NA	NA	NA	NA	NA	-3.36888265187754	NA	NA
KHSRP	NA	NA	NA	NA	NA	NA	NA	4.42284506829587	NA	NA
KIAA0040	NA	NA	NA	NA	NA	NA	NA	29.9149316729186	NA	NA
KIAA0196	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.59256873246692
KIAA0232	NA	NA	NA	NA	NA	NA	NA	-2.3869718311399	NA	-1.47954859356868
KIAA0319L	NA	NA	NA	NA	NA	NA	NA	1.83306280512639	NA	1.65576942459508
KIAA0355	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.425568536445026
KIAA0368	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.80373744710436
KIAA0430	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.1954884687853
KIAA0556	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.362343110993983
KIAA0586	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.415942138816458
KIAA0753	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66140249935642
KIAA0825	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.35866519476768
KIAA0907	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14645908419192
KIAA0922	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.8226771244228
KIAA0930	NA	NA	NA	NA	NA	NA	NA	0.676004166468567	NA	-0.381232863755485
KIAA1033	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.22434270998923
KIAA1109	NA	NA	NA	NA	NA	NA	NA	-10.5018881461207	NA	0.582578442522966
KIAA1191	NA	NA	NA	NA	NA	NA	NA	-0.429837438994629	NA	-1.36273268786667
KIAA1217	NA	NA	NA	NA	NA	NA	NA	-5.98540514726734	NA	0.557257972765182
KIAA1328	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.649546580709535
KIAA1429	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.430212810913216
KIAA1456	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.17381621019974
KIAA1468	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.350910565887519
KIAA1671	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.592017963932315
KIAA1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.372725085018904
KIAA2013	NA	NA	NA	NA	NA	NA	NA	-1.070772488161	NA	-0.552693906261675
KIAA2026	NA	NA	NA	NA	NA	NA	NA	-3.73109968832181	NA	-1.21588633649333
KIDINS220	NA	NA	NA	NA	NA	NA	NA	-12.7232481345156	NA	0.572057639184421
KIF13A	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.332811045926178
KIF13B	NA	NA	NA	NA	NA	NA	NA	-2.36461765293916	NA	-0.41733678309619
KIF16B	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.372241480100266
KIF1B	NA	NA	NA	NA	NA	NA	NA	-18.5838241317873	NA	-0.961944453200256
KIF1BP	NA	NA	NA	NA	NA	NA	NA	-2.8812111403706	NA	NA
KIF1C	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.89603963790491
KIF21A	NA	NA	4.74345765352044	NA	NA	NA	NA	-1.23775339597184	NA	NA
KIF22	NA	NA	NA	NA	NA	NA	NA	-0.810665073930348	NA	0.509543536284914
