study,group,tissue,cellType,gene1,gene2,is_marker
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,BTF3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,CALCRL,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,CDKN1A,148,yes
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,COX7C,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,DUSP1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,EEF1B2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,EPAS1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,FCN3,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,FN1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,GNG5,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,GPX3,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,H3F3A,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HINT1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HLA-A,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HLA-B,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HLA-C,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HLA-DRA,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HLA-DRB1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HLA-E,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HPGD,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HSP90AB1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HSPA1A,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HSPA1B,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,HYAL2,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,IL1RL1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,JUN,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,LAPTM4A,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,LMNA,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,MCTP1,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,RHOB,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,RPL10A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,RPL22,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,RPL29,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,S100A4,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,S100A6,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,SDPR,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,SELE,92,yes
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,SH3BGRL3,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,SPARC,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,TAGLN2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,TGFBR2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,TM4SF1,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,TMA7,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Endothelial Cell-Endocardial Cell,TXNIP,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,ADH1B,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,ARF4,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,CDKN1A,60,yes
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,COL5A2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,CXCL2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,CYP1B1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,CYR61,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,DUSP1,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,EFEMP1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,ERRFI1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,GLUL,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,GNG5,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,H3F3A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,HINT1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,HMGN2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,HNRNPDL,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,HSPE1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,IER3,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,IGFBP7,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,LAPTM4A,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,LMNA,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,MAT2A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,MFAP2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,NCL,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,NPM1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,PDLIM3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,PRDX1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,PTX3,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,RHOA,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,S100A4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,S100A6,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,SH3BGRL3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,SOD3,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,SQSTM1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,UAP1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,YBX1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Fibroblast,ZFP36L2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,AGER,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,ANXA5,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,ATPIF1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,BTF3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,CALM2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,CD47,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,CD55,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,CTSE,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,CXCL8,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,CYP4B1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,EGR1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,GNB2L1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,GPX1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,GUK1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,HIGD2A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,HINT1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,HLA-B,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,HLA-C,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,HMGN2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,HOPX,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,ID3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,JUN,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,LMNA,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,MUC1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,NDUFS5,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,PRDX1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,PTMA,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,RPL10A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,RPL14,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,RPL29,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,RPL32,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,RPL34,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,RPL37,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,RPS14,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,RPS18,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,RPS23,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,RPS27A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,RPS8,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,S100A14,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,S100A4,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,SCGB3A1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,SCGB3A2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,SDC1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,SFTA2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,TACSTD2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,TM4SF1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Glomerular Parietal Epithelial Cell,UQCRQ,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,ALPL,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,AREG,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,ATP13A4-AS1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,C4BPA,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,CALM2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,CD55,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,CD74,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,CHI3L1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,CLDN18,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,CXCL2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,CXCL8,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,DHCR24,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,EGR1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,ENO1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,GPX1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,H3F3A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,HLA-A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,HLA-B,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,HLA-DRB1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,HLA-DRB5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,HSPA1A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,JUN,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,LAMP3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,LPCAT1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,MSMO1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,MUC1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,PRDX1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,RNF145,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,RPL29,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,RPSA,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,S100A10,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,S100A4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,SCGB3A1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,SFN,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,SH3BGRL3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,SKP1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,SLC34A2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,SLC39A8,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,SQSTM1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,TFPI,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Hepatocyte,TXNIP,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ACTR2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ACTR3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,AKR1A1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ARPC2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ARPC5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ATP5F1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ATP6V0B,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,BRK1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,C1orf162,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,CAP1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,CAPZB,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,CCL20,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,CD55,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,COX5B,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,CXCR4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,DBI,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,EEF1B2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ENO1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,FCER1G,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,FCGR3A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,GLUL,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,GNG5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,GUK1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,GYPC,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,H3F3A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,HNRNPA3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ID2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,JUN,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,KRTCAP2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,LAPTM5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,MCL1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,MDH1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,MINOS1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,NCL,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,NDUFS5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,NR4A2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,OST4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,PARK7,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,PTPRC,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,REL,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RGS1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RGS2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RHOB,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RNF149,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RPL11,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RPL22,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RPL5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RPS7,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RRM2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,RTN4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,S100A4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,S100A8,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,S100A9,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,SLC11A1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,SNRPG,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,TMEM59,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,TPM3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,TXNIP,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,UQCRH,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,VAMP8,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ZEB2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Macrophage,ZFP36L2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,ACTR2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,ACTR3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,ANXA4,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,ARF1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,ARPC5,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,ATP5F1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,ATP6V0B,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,C1orf162,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CAP1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CAPG,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CAPZB,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CCDC88A,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CD53,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CD55,4,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CHIT1,3,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,COX5B,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CTSS,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,CXCR4,4,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Immune Cells-Monocyte,DBI,1,no
